time_step,road_segment_id,local_car_density,average_speed_kmph,brake_events,phantom_jam_flag
11805,31,48,82.36,3,0
11806,37,44,44.15,0,0
11807,23,47,30.6,4,1
11808,27,15,22.78,1,0
11809,6,43,15.53,0,0
11810,26,2,92.95,1,0
11811,2,35,35.94,3,1
11812,45,20,12.67,2,0
11813,13,28,53.7,2,0
11814,19,15,63.09,4,0
11815,1,16,28.62,0,0
11816,40,33,14.85,3,1
11817,32,47,30.8,3,1
11818,22,12,84.7,1,0
11819,48,39,19.05,4,1
11820,29,39,71.05,3,0
11821,2,43,26.11,0,0
11822,40,20,31.53,3,0
11823,38,29,53.24,2,0
11824,48,43,21.09,4,1
11825,11,49,29.05,1,1
11826,17,3,48.38,0,0
11827,43,48,46.26,2,0
11828,8,5,92.42,3,0
11829,22,2,18.23,4,0
11830,4,23,104.65,4,0
11831,11,26,99.79,0,0
11832,8,26,94.26,1,0
11833,9,7,44.03,2,0
11834,26,10,100.52,1,0
11835,2,5,30.11,0,0
11836,16,47,23.69,0,0
11837,31,12,14.95,2,0
11838,6,32,113.32,4,0
11839,21,42,43.88,4,0
11840,26,31,110.94,2,0
11841,19,22,39.99,1,0
11842,28,17,109.83,2,0
11843,8,20,109.43,4,0
11844,14,20,111.6,1,0
11845,24,43,64.58,3,0
11846,48,8,105.25,1,0
11847,44,47,114.58,4,0
11848,37,34,45.71,0,0
11849,26,49,56.08,1,0
11850,31,23,89.12,1,0
11851,32,38,43.04,0,0
11852,41,28,92.92,4,0
11853,2,13,18.13,3,0
11854,25,29,67.58,3,0
11855,44,8,23.45,2,0
11856,2,11,42.27,3,0
11857,42,47,38.45,3,1
11858,1,45,102.28,1,0
11859,36,18,31.29,2,0
11860,12,25,98.93,3,0
11861,9,49,97.34,1,0
11862,36,22,64.88,2,0
11863,41,45,35.72,1,1
11864,28,35,34.96,0,0
11865,38,29,61.14,4,0
11866,33,21,10.97,4,0
11867,42,7,68.45,4,0
11868,46,12,114.81,3,0
11869,22,36,27.02,4,1
11870,25,24,73.07,4,0
11871,18,32,115.8,2,0
11872,6,27,104.66,2,0
11873,18,32,103.54,2,0
11874,16,32,100.4,3,0
11875,15,32,43.99,4,0
11876,48,26,107.97,3,0
11877,8,11,113.55,3,0
11878,13,46,64.54,3,0
11879,43,18,49.0,3,0
11880,7,39,55.57,3,0
11881,17,5,46.76,3,0
11882,32,16,33.37,4,0
11883,22,11,78.03,2,0
11884,13,35,71.89,1,0
11885,47,48,60.88,1,0
11886,23,11,20.54,1,0
11887,29,42,97.66,0,0
11888,22,23,29.24,2,0
11889,1,34,22.6,4,1
11890,29,48,78.54,3,0
11891,48,17,53.85,1,0
11892,5,10,16.58,2,0
11893,35,18,49.11,4,0
11894,10,44,94.9,1,0
11895,19,8,77.68,2,0
11896,37,26,49.91,4,0
11897,7,3,31.1,2,0
11898,46,24,79.5,3,0
11899,35,3,107.63,2,0
11900,45,38,81.09,2,0
11901,13,2,99.42,0,0
11902,10,35,67.37,3,0
11903,2,17,88.98,2,0
11904,6,9,108.58,3,0
11905,8,36,95.05,2,0
11906,36,22,110.08,3,0
11907,25,31,57.43,4,0
11908,44,34,109.46,1,0
11909,47,24,78.37,0,0
11910,40,9,105.71,1,0
11911,7,46,14.33,2,1
11912,46,43,82.36,2,0
11913,23,2,103.28,4,0
11914,19,21,29.16,2,0
11915,46,34,82.8,3,0
11916,22,27,100.75,1,0
11917,13,37,41.67,2,0
11918,21,7,54.58,4,0
11919,1,22,72.65,0,0
11920,19,4,67.11,1,0
11921,33,14,14.31,4,0
11922,4,34,20.85,4,1
11923,42,23,21.05,1,0
11924,3,44,38.85,4,1
11925,27,42,37.05,0,0
11926,41,25,91.64,0,0
11927,35,1,73.0,2,0
11928,28,48,94.04,3,0
11929,6,15,17.69,2,0
11930,6,32,63.37,3,0
11931,44,14,45.62,1,0
11932,23,41,103.49,4,0
11933,33,21,87.86,2,0
11934,16,47,105.62,4,0
11935,24,7,15.11,2,0
11936,5,36,89.29,2,0
11937,41,21,69.4,0,0
11938,42,40,100.75,3,0
11939,13,12,65.79,1,0
11940,47,15,69.42,4,0
11941,12,15,15.69,2,0
11942,5,17,83.54,4,0
11943,37,34,40.05,0,0
11944,31,44,12.17,1,1
11945,28,35,17.31,3,1
11946,28,39,115.3,3,0
11947,30,38,48.07,2,0
11948,18,14,105.49,1,0
11949,44,5,115.56,3,0
11950,27,30,113.76,1,0
11951,35,4,106.99,4,0
11952,26,15,108.43,0,0
11953,39,39,41.79,1,0
11954,49,35,26.66,1,1
11955,18,45,80.32,3,0
11956,33,10,63.69,2,0
11957,25,2,20.86,2,0
11958,31,44,84.53,4,0
11959,37,24,71.91,3,0
11960,2,28,104.94,3,0
11961,33,22,77.01,0,0
11962,39,44,73.13,2,0
11963,43,32,58.48,3,0
11964,43,31,60.91,4,0
11965,32,19,114.98,0,0
11966,18,21,25.23,2,0
11967,17,3,59.08,2,0
11968,34,6,82.14,2,0
11969,39,32,57.63,0,0
11970,7,2,41.15,4,0
11971,42,24,41.61,4,0
11972,35,45,35.7,3,1
11973,30,27,47.83,3,0
11974,12,9,105.88,2,0
11975,35,13,65.57,1,0
11976,11,14,36.43,3,0
11977,44,11,52.3,4,0
11978,4,14,21.64,2,0
11979,25,16,109.44,4,0
11980,48,10,54.9,2,0
11981,32,20,117.84,0,0
11982,20,16,48.23,3,0
11983,31,34,102.0,0,0
11984,4,16,38.2,3,0
11985,38,14,18.38,4,0
11986,47,28,13.49,4,0
11987,1,18,76.68,1,0
11988,3,26,44.27,4,0
11989,37,38,58.79,2,0
11990,22,7,100.05,1,0
11991,17,45,37.29,2,1
11992,14,34,43.95,1,0
11993,41,47,102.99,2,0
11994,35,49,64.2,1,0
11995,13,45,101.04,3,0
11996,35,7,51.19,3,0
11997,43,33,53.82,1,0
11998,2,35,28.39,0,0
11999,47,39,110.8,1,0
12000,13,21,108.65,0,0
12001,16,49,118.26,2,0
12002,18,28,54.27,1,0
12003,7,32,100.05,0,0
12004,45,44,55.64,1,0
12005,36,16,59.97,3,0
12006,41,10,101.3,3,0
12007,30,23,29.51,1,0
12008,42,48,34.23,1,1
12009,41,15,44.62,4,0
12010,7,43,96.7,3,0
12011,15,6,50.99,2,0
12012,40,33,49.4,1,0
12013,19,39,119.87,4,0
12014,43,12,52.22,1,0
12015,37,36,37.25,3,1
12016,2,31,78.55,0,0
12017,42,10,98.21,0,0
12018,48,34,17.66,3,1
12019,13,41,78.08,2,0
12020,40,10,13.93,4,0
12021,41,11,67.9,1,0
12022,43,14,38.27,1,0
12023,43,3,43.73,1,0
12024,31,33,61.38,4,0
12025,16,7,111.98,4,0
12026,42,4,88.17,3,0
12027,44,39,113.05,4,0
12028,6,48,82.6,1,0
12029,28,10,10.78,1,0
12030,32,15,39.21,4,0
12031,44,16,109.63,4,0
12032,10,38,80.78,3,0
12033,18,4,117.98,0,0
12034,4,4,27.16,4,0
12035,9,36,42.64,0,0
12036,7,27,49.86,2,0
12037,8,22,45.92,0,0
12038,43,22,37.72,4,0
12039,7,17,58.78,1,0
12040,41,45,80.65,1,0
12041,40,34,44.24,4,0
12042,3,32,18.77,3,1
12043,17,6,87.94,4,0
12044,2,33,60.49,4,0
12045,15,8,71.21,3,0
12046,46,36,60.09,3,0
12047,29,5,107.94,2,0
12048,48,5,71.46,2,0
12049,22,47,111.56,2,0
12050,4,10,66.16,3,0
12051,6,40,42.18,0,0
12052,38,7,49.1,4,0
12053,26,12,67.43,2,0
12054,11,30,68.3,0,0
12055,26,25,85.61,4,0
12056,17,28,34.69,0,0
12057,24,43,82.47,1,0
12058,28,13,95.64,1,0
12059,35,47,84.43,4,0
12060,31,49,63.0,0,0
12061,13,22,119.08,0,0
12062,35,18,54.53,3,0
12063,16,27,21.72,2,0
12064,15,8,100.37,4,0
12065,43,6,33.34,0,0
12066,18,11,88.46,2,0
12067,47,29,29.69,4,0
12068,37,41,11.86,0,0
12069,48,5,27.58,1,0
12070,48,7,51.47,0,0
12071,49,22,21.73,1,0
12072,41,47,31.74,1,1
12073,27,4,94.11,3,0
12074,35,32,94.69,3,0
12075,45,19,99.92,2,0
12076,35,45,102.53,4,0
12077,28,33,56.25,2,0
12078,39,1,105.43,3,0
12079,38,46,67.85,2,0
12080,9,41,61.77,4,0
12081,12,44,89.04,4,0
12082,15,41,33.52,0,0
12083,21,8,96.84,2,0
12084,35,32,57.24,3,0
12085,42,30,24.0,0,0
12086,33,46,23.12,2,1
12087,19,28,28.14,4,0
12088,23,41,107.96,3,0
12089,13,32,119.0,2,0
12090,44,25,49.27,4,0
12091,1,34,42.14,4,0
12092,29,33,34.06,2,1
12093,24,13,100.62,2,0
12094,16,25,33.01,3,0
12095,25,42,111.65,0,0
12096,23,40,83.41,4,0
12097,28,39,108.68,0,0
12098,47,44,70.94,0,0
12099,16,49,85.97,4,0
12100,43,44,78.14,2,0
12101,38,48,101.43,4,0
12102,11,10,101.94,0,0
12103,3,31,74.88,3,0
12104,15,44,79.58,4,0
12105,1,11,111.41,3,0
12106,7,25,112.29,2,0
12107,1,46,83.07,2,0
12108,49,45,10.85,3,1
12109,32,34,21.49,3,1
12110,9,20,104.37,4,0
12111,29,7,19.32,2,0
12112,26,33,33.49,3,1
12113,23,35,35.36,1,1
12114,45,29,76.03,4,0
12115,43,12,73.43,4,0
12116,29,5,41.84,1,0
12117,38,12,32.84,2,0
12118,33,29,94.1,3,0
12119,7,35,112.9,3,0
12120,12,20,15.81,2,0
12121,31,37,24.65,1,1
12122,32,1,80.64,1,0
12123,20,16,98.49,1,0
12124,17,30,97.03,4,0
12125,36,9,89.17,3,0
12126,3,42,107.62,0,0
12127,1,10,33.91,4,0
12128,27,13,21.8,4,0
12129,47,48,77.69,3,0
12130,40,20,100.45,2,0
12131,33,29,74.02,3,0
12132,20,4,115.93,2,0
12133,14,46,97.51,3,0
12134,36,49,87.09,4,0
12135,5,28,16.63,1,0
12136,23,37,21.85,4,1
12137,45,13,96.33,4,0
12138,15,3,31.81,0,0
12139,6,37,13.17,4,1
12140,33,48,110.18,4,0
12141,19,19,107.99,4,0
12142,13,28,34.03,0,0
12143,29,19,95.82,2,0
12144,6,17,15.28,0,0
12145,15,18,41.36,1,0
12146,16,18,78.6,2,0
12147,24,23,93.95,0,0
12148,23,40,11.14,1,1
12149,48,9,45.88,1,0
12150,10,29,33.58,3,0
12151,41,42,119.87,3,0
12152,41,29,83.81,4,0
12153,49,2,54.62,2,0
12154,17,17,18.32,0,0
12155,49,45,75.85,4,0
12156,44,31,80.59,2,0
12157,45,28,99.8,3,0
12158,30,43,41.74,0,0
12159,44,48,117.96,1,0
12160,46,39,58.34,1,0
12161,10,30,42.55,4,0
12162,19,35,48.33,4,0
12163,29,48,67.15,0,0
12164,2,20,113.04,1,0
12165,36,16,90.87,4,0
12166,19,34,73.48,1,0
12167,7,14,27.91,3,0
12168,26,26,26.43,4,0
12169,15,20,65.24,2,0
12170,47,42,90.16,4,0
12171,38,24,92.61,3,0
12172,3,43,34.85,0,0
12173,38,18,21.01,1,0
12174,16,43,52.29,0,0
12175,2,9,111.0,4,0
12176,31,19,69.99,2,0
12177,28,20,45.21,0,0
12178,7,42,45.6,2,0
12179,30,30,24.53,4,0
12180,43,26,62.05,2,0
12181,7,31,97.05,2,0
12182,36,35,116.54,3,0
12183,29,3,65.18,0,0
12184,24,40,28.39,4,1
12185,39,29,85.12,3,0
12186,4,6,93.25,2,0
12187,29,1,17.89,3,0
12188,44,24,103.52,3,0
12189,5,38,101.23,2,0
12190,29,34,61.98,4,0
12191,30,7,71.65,1,0
12192,29,11,88.47,3,0
12193,26,11,84.44,0,0
12194,19,36,11.82,2,1
12195,26,20,23.47,1,0
12196,37,16,27.88,3,0
12197,27,5,93.12,2,0
12198,30,24,58.41,2,0
12199,30,30,70.01,3,0
12200,3,30,95.0,0,0
12201,43,39,47.51,2,0
12202,7,48,92.38,2,0
12203,49,47,58.65,3,0
12204,9,37,51.49,1,0
12205,41,33,46.63,2,0
12206,42,20,116.14,2,0
12207,13,22,94.92,3,0
12208,15,41,12.22,2,1
12209,5,21,115.32,3,0
12210,29,37,95.3,0,0
12211,35,27,26.41,3,0
12212,27,38,18.4,1,1
12213,27,35,43.9,2,0
12214,8,38,78.66,0,0
12215,32,40,77.82,2,0
12216,20,6,40.34,2,0
12217,10,32,59.02,3,0
12218,13,16,33.31,2,0
12219,29,28,15.56,0,0
12220,35,16,66.87,4,0
12221,8,27,48.17,2,0
12222,29,3,69.72,3,0
12223,31,49,114.12,1,0
12224,41,21,25.77,2,0
12225,30,38,10.22,3,1
12226,22,38,18.46,2,1
12227,21,30,60.9,4,0
12228,12,22,87.76,4,0
12229,11,19,73.88,0,0
12230,2,31,64.44,4,0
12231,41,20,48.94,3,0
12232,2,47,44.1,4,0
12233,34,19,51.39,3,0
12234,3,2,77.28,2,0
12235,16,40,28.45,0,0
12236,4,39,94.85,0,0
12237,23,27,73.28,4,0
12238,20,8,39.61,1,0
12239,25,45,65.13,4,0
12240,30,27,115.91,1,0
12241,18,15,12.25,4,0
12242,42,12,31.95,3,0
12243,11,47,59.32,3,0
12244,29,14,80.23,1,0
12245,17,7,33.35,0,0
12246,26,17,112.45,1,0
12247,23,26,80.68,2,0
12248,48,37,106.52,0,0
12249,20,20,46.22,1,0
12250,45,10,101.18,2,0
12251,2,19,51.6,2,0
12252,24,18,37.8,4,0
12253,31,30,110.28,1,0
12254,27,30,20.14,3,0
12255,2,25,113.72,4,0
12256,14,24,60.44,0,0
12257,4,10,119.19,3,0
12258,49,2,69.36,2,0
12259,13,38,93.32,0,0
12260,36,32,10.78,4,1
12261,35,35,64.63,2,0
12262,44,37,91.12,2,0
12263,8,7,96.11,2,0
12264,2,7,27.39,3,0
12265,6,27,56.09,4,0
12266,31,10,56.1,4,0
12267,10,33,21.4,3,1
12268,44,43,58.74,4,0
12269,21,7,98.78,2,0
12270,42,6,43.02,2,0
12271,10,6,57.58,2,0
12272,23,13,115.71,4,0
12273,3,48,13.49,1,1
12274,32,13,75.07,0,0
12275,20,2,91.78,1,0
12276,10,19,93.7,3,0
12277,29,19,88.75,1,0
12278,41,38,89.91,1,0
12279,46,2,16.49,3,0
12280,34,26,68.76,1,0
12281,37,6,96.13,0,0
12282,20,20,20.35,4,0
12283,8,23,11.33,3,0
12284,7,15,99.6,1,0
12285,6,6,88.35,2,0
12286,11,28,55.34,2,0
12287,44,35,113.44,3,0
12288,18,11,94.33,2,0
12289,42,8,116.46,0,0
12290,29,49,112.22,1,0
12291,25,24,62.94,0,0
12292,21,21,93.02,0,0
12293,46,49,83.61,4,0
12294,3,36,99.26,1,0
12295,18,7,96.65,3,0
12296,24,5,26.86,2,0
12297,47,29,35.71,4,0
12298,38,16,39.23,0,0
12299,10,6,100.03,2,0
12300,27,14,99.18,1,0
12301,12,2,64.49,0,0
12302,7,25,73.89,0,0
12303,17,31,100.96,1,0
12304,1,13,44.39,3,0
12305,26,18,15.52,4,0
12306,15,17,63.09,1,0
12307,33,45,110.51,2,0
12308,37,28,96.95,2,0
12309,47,12,50.33,0,0
12310,31,35,17.12,4,1
12311,35,22,80.06,3,0
12312,1,39,101.79,3,0
12313,8,1,83.14,2,0
12314,12,37,56.76,3,0
12315,19,21,23.57,2,0
12316,25,1,110.19,4,0
12317,32,4,40.36,0,0
12318,12,32,34.67,2,1
12319,13,1,99.76,4,0
12320,28,13,117.93,2,0
12321,1,46,82.62,1,0
12322,6,47,78.73,2,0
12323,8,17,45.14,4,0
12324,4,12,12.25,3,0
12325,5,7,31.1,2,0
12326,25,3,74.29,0,0
12327,22,26,26.64,4,0
12328,28,31,107.22,3,0
12329,39,36,30.7,4,1
12330,23,26,67.43,2,0
12331,4,3,66.32,1,0
12332,4,44,76.43,1,0
12333,47,28,46.02,0,0
12334,21,44,106.09,0,0
12335,37,17,58.87,3,0
12336,41,38,87.02,1,0
12337,2,47,79.95,2,0
12338,7,30,22.89,4,0
12339,49,2,78.49,4,0
12340,16,8,70.58,1,0
12341,17,14,108.85,1,0
12342,20,37,106.9,4,0
12343,23,35,26.61,3,1
12344,34,42,18.99,4,1
12345,11,39,42.41,0,0
12346,34,11,118.53,2,0
12347,33,15,12.37,1,0
12348,26,2,84.02,1,0
12349,2,37,76.94,3,0
12350,23,43,81.12,0,0
12351,41,32,34.01,4,1
12352,22,40,34.94,0,0
12353,34,13,57.37,0,0
12354,15,43,20.54,3,1
12355,10,17,18.21,3,0
12356,15,15,19.72,4,0
12357,42,33,73.03,4,0
12358,29,16,53.75,2,0
12359,23,13,42.3,0,0
12360,17,22,44.74,4,0
12361,9,23,32.8,3,0
12362,36,36,55.27,2,0
12363,9,43,32.34,2,1
12364,16,10,86.79,3,0
12365,36,17,23.63,4,0
12366,48,30,114.31,3,0
12367,33,13,19.88,4,0
12368,31,30,113.78,3,0
12369,6,46,101.66,3,0
12370,10,30,84.88,1,0
12371,16,7,110.35,4,0
12372,4,10,25.31,0,0
12373,22,35,29.39,1,1
12374,13,2,37.74,1,0
12375,16,30,36.93,1,0
12376,29,19,44.19,1,0
12377,6,39,73.32,0,0
12378,26,37,13.1,1,1
12379,11,3,52.05,0,0
12380,24,25,37.1,0,0
12381,29,34,76.73,1,0
12382,3,22,118.37,2,0
12383,10,38,66.94,0,0
12384,1,14,56.83,1,0
12385,43,39,50.51,3,0
12386,26,2,96.34,3,0
12387,12,32,17.92,4,1
12388,14,43,115.57,0,0
12389,25,3,55.97,0,0
12390,8,41,44.51,3,0
12391,43,8,117.15,0,0
12392,4,26,112.95,0,0
12393,28,32,80.61,3,0
12394,7,11,12.04,1,0
12395,10,1,92.34,3,0
12396,36,15,46.91,2,0
12397,2,4,52.71,3,0
12398,26,4,27.46,3,0
12399,14,28,67.58,1,0
12400,16,10,91.9,3,0
12401,43,11,40.03,3,0
12402,42,23,113.26,1,0
12403,17,47,31.42,3,1
12404,46,3,17.29,1,0
12405,22,39,80.88,2,0
12406,4,39,103.43,1,0
12407,19,17,114.84,0,0
12408,2,22,94.39,0,0
12409,39,27,31.96,1,0
12410,9,16,117.54,3,0
12411,19,16,111.14,4,0
12412,16,40,27.95,4,1
12413,25,3,71.47,2,0
12414,48,47,71.11,2,0
12415,18,33,58.68,4,0
12416,23,42,118.27,4,0
12417,21,2,16.56,1,0
12418,11,39,78.99,4,0
12419,39,46,32.58,0,0
12420,41,48,68.01,2,0
12421,4,27,95.77,2,0
12422,25,15,37.14,0,0
12423,32,7,53.27,2,0
12424,30,45,114.58,4,0
12425,45,42,93.76,2,0
12426,26,9,73.0,0,0
12427,36,41,34.42,2,1
12428,34,6,56.78,4,0
12429,9,12,95.15,1,0
12430,12,30,100.26,4,0
12431,2,20,36.91,2,0
12432,38,20,82.83,3,0
12433,5,46,20.45,2,1
12434,5,27,12.55,2,0
12435,22,20,70.35,0,0
12436,5,7,34.68,3,0
12437,4,40,18.68,0,0
12438,9,40,90.28,0,0
12439,29,30,64.78,4,0
12440,22,8,97.59,1,0
12441,27,2,83.03,2,0
12442,10,14,90.28,3,0
12443,16,10,43.81,2,0
12444,42,18,38.96,0,0
12445,42,18,76.1,1,0
12446,10,16,32.01,0,0
12447,6,5,99.7,2,0
12448,49,31,67.52,4,0
12449,5,37,34.97,2,1
12450,6,20,78.77,0,0
12451,47,23,113.95,3,0
12452,25,32,19.03,3,1
12453,4,42,22.03,3,1
12454,40,17,102.82,3,0
12455,48,13,22.06,3,0
12456,32,49,14.33,1,1
12457,35,13,48.27,1,0
12458,10,17,61.34,4,0
12459,34,15,72.64,3,0
12460,36,26,65.8,0,0
12461,6,44,110.45,0,0
12462,43,28,94.55,2,0
12463,46,42,118.22,3,0
12464,16,45,62.41,0,0
12465,19,30,19.28,4,0
12466,34,43,115.11,0,0
12467,25,35,10.45,4,1
12468,31,22,95.37,3,0
12469,49,10,13.44,2,0
12470,41,11,93.73,2,0
12471,17,38,113.17,1,0
12472,47,33,52.82,3,0
12473,30,6,36.51,0,0
12474,39,37,34.89,2,1
12475,31,7,64.09,4,0
12476,19,44,28.8,4,1
12477,35,12,84.02,0,0
12478,29,7,50.52,0,0
12479,1,2,45.54,3,0
12480,4,1,60.74,0,0
12481,28,23,69.68,0,0
12482,18,25,25.61,0,0
12483,26,18,87.85,2,0
12484,40,44,107.12,3,0
12485,19,7,40.58,0,0
12486,6,3,29.84,0,0
12487,1,29,93.66,4,0
12488,8,10,30.19,2,0
12489,33,43,14.54,0,0
12490,43,5,78.12,2,0
12491,21,34,36.37,3,1
12492,24,8,28.9,3,0
12493,25,14,117.98,1,0
12494,47,40,42.11,4,0
12495,43,6,109.38,1,0
12496,19,1,29.6,2,0
12497,29,33,100.09,4,0
12498,10,40,65.22,0,0
12499,12,11,18.65,4,0
12500,33,24,90.7,4,0
12501,7,10,108.13,3,0
12502,17,44,27.93,1,1
12503,10,23,89.81,3,0
12504,31,16,58.96,3,0
12505,6,37,92.93,1,0
12506,17,16,88.53,3,0
12507,37,44,12.93,4,1
12508,18,31,29.66,2,1
12509,26,6,61.81,0,0
12510,49,30,112.7,0,0
12511,16,37,47.63,3,0
12512,8,1,79.18,1,0
12513,24,42,11.33,4,1
12514,13,25,88.22,3,0
12515,29,46,76.34,4,0
12516,32,21,88.69,4,0
12517,24,35,109.51,0,0
12518,16,38,26.11,2,1
12519,11,5,38.77,2,0
12520,32,49,119.54,1,0
12521,6,12,27.19,2,0
12522,35,5,89.27,3,0
12523,33,9,89.76,0,0
12524,18,44,85.13,0,0
12525,37,9,35.02,4,0
12526,13,35,33.66,3,1
12527,10,1,83.3,3,0
12528,37,47,30.49,4,1
12529,26,10,82.77,4,0
12530,46,46,64.18,0,0
12531,17,39,52.53,3,0
12532,1,36,43.03,2,0
12533,25,37,114.23,2,0
12534,34,48,65.89,0,0
12535,39,35,71.74,2,0
12536,10,17,114.42,2,0
12537,20,13,81.93,3,0
12538,7,6,115.36,3,0
12539,16,37,21.7,1,1
12540,37,48,103.13,3,0
12541,29,32,46.9,1,0
12542,12,11,99.15,3,0
12543,17,17,104.12,4,0
12544,48,5,39.86,3,0
12545,20,6,54.97,1,0
12546,26,10,89.86,2,0
12547,48,33,20.9,3,1
12548,19,30,93.11,2,0
12549,47,21,22.15,2,0
12550,12,42,110.59,3,0
12551,21,17,40.4,3,0
12552,42,27,73.32,4,0
12553,34,3,22.89,1,0
12554,7,29,39.64,3,0
12555,45,2,54.44,2,0
12556,35,29,63.58,2,0
12557,15,49,10.01,3,1
12558,1,36,107.75,1,0
12559,26,34,10.84,2,1
12560,35,37,95.11,4,0
12561,25,42,61.76,2,0
12562,42,1,67.63,1,0
12563,15,26,32.91,0,0
12564,22,1,76.81,4,0
12565,6,4,69.1,4,0
12566,15,39,28.07,0,0
12567,24,14,36.19,4,0
12568,21,46,17.36,4,1
12569,7,18,17.29,4,0
12570,29,34,11.52,2,1
12571,32,1,34.25,2,0
12572,32,22,84.76,3,0
12573,5,16,44.78,3,0
12574,4,22,47.7,2,0
12575,22,16,24.51,4,0
12576,18,28,73.3,1,0
12577,35,28,47.64,0,0
12578,17,22,84.39,3,0
12579,24,6,91.56,4,0
12580,2,25,74.32,3,0
12581,13,42,40.37,1,0
12582,15,2,65.95,4,0
12583,5,7,37.71,2,0
12584,3,17,109.32,1,0
12585,37,35,94.3,3,0
12586,37,20,64.23,4,0
12587,37,44,116.2,4,0
12588,3,2,70.14,0,0
12589,35,7,46.14,0,0
12590,23,32,20.5,0,0
12591,28,49,69.81,2,0
12592,30,19,104.65,4,0
12593,18,12,105.34,4,0
12594,36,9,76.5,3,0
12595,33,27,53.28,2,0
12596,26,14,81.53,0,0
12597,48,2,93.84,4,0
12598,40,21,55.28,0,0
12599,17,4,62.39,1,0
12600,40,21,84.87,2,0
12601,7,48,106.43,0,0
12602,8,22,97.01,2,0
12603,31,49,12.46,4,1
12604,12,2,23.68,1,0
12605,48,17,103.81,3,0
12606,31,19,101.72,1,0
12607,44,40,52.77,2,0
12608,19,24,74.27,1,0
12609,10,20,109.64,4,0
12610,39,38,110.27,2,0
12611,12,12,96.14,2,0
12612,20,25,33.05,4,0
12613,37,23,90.33,0,0
12614,48,34,21.12,3,1
12615,41,32,108.33,1,0
12616,7,24,26.41,3,0
12617,14,42,82.86,3,0
12618,11,25,77.13,4,0
12619,7,3,95.46,0,0
12620,29,25,70.67,3,0
12621,10,28,16.55,2,0
12622,29,12,87.64,0,0
12623,9,26,52.15,4,0
12624,36,48,45.23,3,0
12625,48,44,119.08,4,0
12626,10,8,74.94,1,0
12627,19,5,88.18,4,0
12628,31,11,67.9,2,0
12629,17,42,94.7,4,0
12630,9,35,92.73,0,0
12631,45,27,82.29,1,0
12632,33,41,119.75,2,0
12633,34,44,60.58,1,0
12634,45,38,87.68,2,0
12635,24,19,97.76,1,0
12636,9,48,51.36,3,0
12637,7,32,60.29,4,0
12638,16,46,116.61,0,0
12639,19,28,13.55,0,0
12640,39,36,46.88,3,0
12641,6,18,63.48,1,0
12642,11,10,10.16,4,0
12643,12,32,108.9,3,0
12644,42,18,41.49,1,0
12645,13,12,38.35,4,0
12646,12,8,100.24,1,0
12647,21,33,40.58,0,0
12648,10,46,82.34,4,0
12649,20,38,100.37,0,0
12650,36,14,97.17,0,0
12651,28,2,96.01,4,0
12652,24,9,19.75,3,0
12653,5,44,18.78,1,1
12654,37,5,43.74,4,0
12655,12,34,13.95,0,0
12656,35,19,65.05,1,0
12657,40,7,53.43,4,0
12658,2,39,71.27,3,0
12659,41,42,42.87,4,0
12660,45,17,63.43,4,0
12661,39,26,46.82,2,0
12662,42,46,31.47,1,1
12663,9,27,81.43,4,0
12664,22,43,84.08,0,0
12665,47,28,101.22,0,0
12666,5,20,106.22,2,0
12667,12,6,87.49,0,0
12668,1,8,85.62,4,0
12669,44,32,16.23,1,1
12670,22,19,22.08,2,0
12671,38,32,99.38,2,0
12672,19,19,35.62,3,0
12673,16,24,49.11,3,0
12674,31,24,25.98,1,0
12675,3,17,31.47,1,0
12676,23,18,95.3,2,0
12677,42,12,38.8,4,0
12678,18,41,59.39,4,0
12679,26,23,26.68,3,0
12680,13,48,84.57,1,0
12681,18,18,90.11,1,0
12682,3,16,49.79,4,0
12683,23,16,96.32,3,0
12684,3,36,36.39,4,1
12685,25,23,86.11,4,0
12686,27,22,90.3,2,0
12687,44,39,116.55,1,0
12688,27,33,35.56,2,1
12689,39,24,20.31,2,0
12690,25,20,38.93,4,0
12691,24,33,23.51,3,1
12692,8,31,28.67,4,1
12693,9,40,46.75,3,0
12694,46,8,55.54,1,0
12695,37,10,109.41,0,0
12696,30,1,31.52,1,0
12697,19,21,116.89,4,0
12698,16,25,99.12,3,0
12699,24,32,106.96,0,0
12700,44,46,112.24,3,0
12701,21,46,92.86,3,0
12702,36,10,96.77,0,0
12703,40,48,58.16,0,0
12704,39,9,66.15,1,0
12705,47,20,112.57,2,0
12706,6,48,51.61,0,0
12707,5,20,14.61,2,0
12708,14,40,93.9,2,0
12709,45,7,73.05,2,0
12710,42,11,99.64,2,0
12711,4,21,18.31,0,0
12712,8,38,78.34,3,0
12713,24,47,37.25,0,0
12714,11,19,109.36,0,0
12715,17,46,22.09,4,1
12716,21,15,102.74,4,0
12717,26,6,19.74,1,0
12718,43,10,12.76,2,0
12719,48,46,35.86,2,1
12720,44,16,46.63,4,0
12721,45,45,78.92,3,0
12722,27,11,24.49,1,0
12723,16,35,58.11,3,0
12724,26,8,32.47,4,0
12725,33,28,104.08,3,0
12726,31,3,14.95,2,0
12727,48,2,49.15,4,0
12728,47,14,79.45,3,0
12729,6,29,110.44,1,0
12730,44,47,105.48,1,0
12731,8,3,108.47,0,0
12732,7,1,16.91,4,0
12733,34,15,102.5,4,0
12734,44,20,95.79,4,0
